gene	Foxj1_tdT_Uninj_rep1	Foxj1_tdT_Uninj_rep2	Foxj1_tdT_1dpi_rep1	Foxj1_tdT_1dpi_rep2	Foxj1_tdT_5dpi_rep1	Foxj1_tdT_5dpi_rep2	Foxj1_Olig2_tdT_Uninj_rep1	Foxj1_Olig2_tdT_Uninj_rep2	Foxj1_Olig2_tdT_1dpi_rep1	Foxj1_Olig2_tdT_1dpi_rep2	Foxj1_Olig2_tdT_5dpi_rep1	Foxj1_Olig2_tdT_5dpi_rep2
4963	Fto	1850,4	1887,4	1225,1	856,9	1219,1	955,6	1746	1575,1	1188,1	1551,4	1087,9	1162,6
4964	Ftsj1	293,1	255,2	369	598,7	376	203,7	490	493,8	535,3	390,8	420,2	380,1
4965	Ftsj3	319,1	378,1	1315,4	1724,3	701,5	462,3	397,2	697,8	552,6	956,6	642,8	669,9
4966	Fubp1	1678,4	1580,4	2127,5	3235,4	2362,4	1903,1	2162,1	3015	2658,6	2350,5	2908,4	3268
4967	Fubp3	1006,1	1170,4	708,6	1066	1340,9	1504,3	1160,8	790,9	615,2	799,5	999,2	1351,7
4968	Fuca1	1041,3	1056,9	929,1	1217,9	1371,4	1792,5	847,6	1505	1101,8	1392,1	1629,2	1883,8
4969	Fuca2	202,5	251,6	351,1	358,2	337,5	756,2	534	286,5	289	330,5	451,2	407,6
4970	Fuk	140,2	115,8	46,1	45,1	120,8	237,5	206,9	232,5	131,9	202,4	118,3	117,7
4971	Fundc1	6338,4	5677,6	2214,8	2099,9	2708	2827	5937,5	4846,8	4273,7	3323,1	1517	1244,2
4972	Fundc2	1743,9	1651,5	1633,3	1903,4	1858,3	1725,2	1497,9	1628,2	1412,3	1488,6	2001,8	2263
4973	Fuom	666,1	720,2	605,8	420,8	525,4	372,9	1258,2	1133,4	822,4	897,5	288,1	185,7
4974	Furin	253,5	234,8	288	399,8	343,2	338,7	53,1	112,4	499,9	384,4	347,4	382,8
4975	Fus	1361,9	1534,3	1468,8	922,5	554,7	818,1	558,7	632,6	712,8	549,3	596,4	425,5
4976	Fut10	197,8	190,1	140,7	162,7	367,4	105,5	72,9	299,7	128,7	292	486,9	364,4
4977	Fut11	123,2	123,1	531,8	407,6	449,4	512,8	188,5	180	487,6	277,1	418,4	453,3
4978	Fut4	0	0	24,3	23,3	0	0	0	0	5,3	17,8	23,5	0
4979	Fut8	153,7	162,5	1011,7	630,6	1287,1	1222,2	464,8	443,2	246,1	298,9	773,5	909,4
4980	Fut9	0,7	0,5	80	309,7	75,5	165,6	0	622,1	57,7	236,7	277	279,2
4981	Fuz	554	555,7	333,4	399,6	313,3	405,1	591	613,3	299,9	452,5	207,9	216,1
4982	Fv1	1,1	0	5,3	37,6	1	1	30,5	0	31,7	35,9	12,6	61,4
4983	Fxn	173,8	143,3	324,9	356,4	283,6	223,8	265	226	282,7	130,7	237,2	304,3
4984	Fxr1	485,3	501,3	971,7	1264,2	1236	837,2	760,5	810,5	1027,9	646,2	1454,9	1004,6
4985	Fxr2	43	18,4	318,3	278,1	226,6	142,7	176,8	108,9	77,7	167,1	233,9	218,6
4986	Fxyd1	2834,9	3029,7	2991,3	2795,9	3670,7	4897,4	2015,5	2063,4	2154,3	1806,2	645,7	677,5
4987	Fxyd2	0	0	0	0	5,7	16,2	0	0	0	7,5	13,4	16,9
4988	Fxyd3	0	0	22,7	0	0	5,5	0	0	10,3	10,7	0	0
4989	Fxyd4	19,3	25,7	35,1	14,1	17,7	19	0	24,5	17,6	8,5	13	1,5
4990	Fxyd5	2	1,9	881,4	2167,8	370,4	259,1	7,1	0,3	1005,2	1476,4	120,7	177
4991	Fxyd6	218,8	183,7	820,9	177,9	269,7	52,8	150,4	36,9	66,7	282,3	457,3	481,3
4992	Fxyd7	2,1	0,9	0	14	8,7	66,7	0	27,9	18	10,8	10,2	4,2
4993	Fyb	36,3	32,7	226,9	61,4	41,5	2,7	315,8	100,1	90,4	477,6	5,5	1,9
4994	Fyco1	394	403,8	336,5	251,3	580,4	248,8	112,6	369,8	285,1	132,5	250,2	611,4
4995	Fyn	218,7	175,5	207,8	683,5	487	668,9	247,9	330,3	293,9	345,4	620	416,2
4996	Fyttd1	2053,6	2077,2	853,6	1221,5	1171,2	1573,8	1185,5	1455,2	1086,5	1485,6	2030,4	2057,1
4997	Fzd1	231,9	226,6	101,6	145,8	459,7	451,3	0	1	49,6	43,2	116,1	214,3
4998	Fzd10	48,2	69,2	50,8	23,4	49,1	31,6	17,9	18,1	48,6	76,2	87	55,6
4999	Fzd2	240,8	215,8	60,3	27,8	307,1	149,7	15,8	87,5	121,4	104,3	218,5	219,9
5000	Fzd3	5023,4	4788,7	3564	3708	5562,9	4769,4	4521	5256	4736,3	3143,3	4276,5	3836,5
5001	Fzd4	12,3	15	0	51,2	9,2	31,6	58,9	37,3	0	0	66,3	20,6
5002	Fzd5	2,2	0	15,7	39,7	90,3	65,7	4,2	5	9,8	0	75,5	62,2
5003	Fzd6	180,4	183,5	279,4	404,9	645,9	633,6	290,5	285,8	142,6	132,5	206,7	256,8
5004	Fzd7	39,2	29,9	381,9	281,5	261	116,2	0	3	71,8	91,1	198,6	155,5
5005	Fzd8	0	0,9	0	0	11,3	168,1	0	0	41,2	0	12,7	33,8
5006	Fzd9	52,7	46,3	0	2,2	0	14,2	0	0	45,5	0	30,8	7,7
5007	Fzr1	618,6	605,6	540,9	422	688,3	506,2	626,6	411,3	329,1	441,8	735,2	1265,5
5008	G0s2	125,8	150,9	156,5	182,8	15,4	214,3	818,4	694,7	544,4	534	269,7	118,9
5009	G2e3	385,9	328	532	220,8	564,3	102,5	274,6	59,8	218,3	188,7	343,8	964,1
5010	G3bp1	3163,5	3242,2	3629,5	4190,6	1958,4	1848,2	2079,4	3240,1	3375,7	3354,3	3711,5	4223,8
5011	G3bp2	2361	2387	2575,3	2564,6	1843,8	1504,1	2339,2	2735,1	2273,9	1864,8	1871,4	2496,2
5012	G430049J08Rik	34,7	42,9	2,1	4,4	21,5	22,4	21,1	0	0	0	9,1	6,5
5013	G430095P16Rik	2,2	1,7	0	18,8	22,6	3	0	0	5,3	25,9	0	9
5014	G6b	95,8	79,5	17	0	25,1	68,7	188,9	92,9	32,5	100,9	0	0
5015	G6pc3	607,7	597,9	1059,5	840,8	646,4	565,4	355,3	443,6	476,4	682	744,3	629
5016	G6pdx	431,3	476,4	449,1	683,5	884,5	417,4	471,9	541,1	464,8	393,8	1009,4	1334,9
5017	Gaa	1292,5	1283,3	1340,1	841,2	960,3	890	927,8	1326	997,2	1135,9	705,8	848
5018	Gab1	1568,7	1397,2	1068,4	450,2	758,8	1022,5	2125,9	954,9	907,1	1137,8	1590,7	1064,6
5019	Gab2	57,7	55,7	144,1	85,5	124,5	134,6	57,1	2,7	0	208,8	160,7	264,1
5020	Gab3	12,5	24,4	3	1	29,4	48,9	91,2	9,4	30,4	65,9	15,9	2,1
5021	Gabarap	5988,9	6027,7	5514,6	4058	6374,4	5903,7	6380,6	6254,5	6106,6	6720,8	6440,6	5793,3
5022	Gabarapl1	4765,5	4768	2855,6	1827,6	2035,2	2082,4	4971,5	4637,9	3015,4	3150,1	1391,7	1045,2
5023	Gabarapl2	6284,2	6289,2	5141	3349,9	4516,4	4277,9	6478,4	5772,5	5294,4	5568,8	3146,9	2858,5
5024	Gabbr1	230,2	180,2	317,7	456,3	331,4	642	472,7	193,6	296,2	118,7	242,3	222,3
5025	Gabpa	418	415,5	768	667,8	872,5	755,1	522,6	1052,3	511,7	585,5	1101,2	880,3
5026	Gabpb1	525	439,2	356,3	485,2	236,2	155,9	455,6	550,3	335,6	463,6	483,2	438,5
5027	Gabpb2	296,7	330,2	321,5	237,7	172,2	436,7	56,5	163	137,4	489,5	147	316,1
5028	Gabra2	155,3	145,6	5,9	5,9	65,5	315,8	26,4	108,5	280,5	305,9	8,3	42,3
5029	Gabra4	1,9	2,2	139,9	0	84,7	121,3	98,3	359	13,1	68,2	307,2	331,5
5030	Gabra5	0	0	0	33,1	23,9	0	8,9	1,1	11,2	0	21,2	0
5031	Gabrb1	1088,5	1044,8	122,2	121,2	288,9	300,9	439,4	577,6	1026,9	1105,1	900,9	689
5032	Gabrb3	110,4	127,4	60,7	14,8	259,2	307	8,4	176,6	122,2	78,3	126,3	171,6
5033	Gabre	53,3	62,1	71,3	7,9	31,7	158,5	55,1	17,9	12,6	20,2	21,6	84,6
5034	Gabrg1	909,3	869,7	103,4	127,7	138,7	331,3	985,2	394,2	674,2	506,5	359,7	255,5
5035	Gabrg3	1002,3	986,3	551,5	24,1	77,8	23,4	601,6	206,6	138,2	11,9	20,8	81,3
5036	Gad1	127,9	101,9	437,7	0	0	55,5	0,9	0	0	0	18,1	0
5037	Gad2	0,9	0	740,3	1,8	15,8	158,7	2,6	4,9	2,6	0,8	20,9	95,8
5038	Gadd45a	283,8	311,9	904	370,1	504,8	558	8,1	92,7	127,6	243,5	532,3	879,4
5039	Gadd45b	499,5	496,2	152	99,5	170,3	69,1	574,1	712,1	813,5	781,8	545,9	369,5
5040	Gadd45g	2818,7	3223,2	1159	2567,4	2251,6	2178	1576,2	577,6	955,6	753,5	1399,2	713,1
5041	Gadd45gip1	585	755,2	556,6	598,2	616,5	469,7	413,6	732,7	432,2	713,7	579,9	484,6
5042	Gadl1	3,7	8,9	30,5	25,1	64,5	28,6	1,9	0,6	50,2	8,8	11	19
5043	Gak	1093,2	1127,4	978,4	977,2	773,1	666,8	737,2	596	734,2	854	1091,4	799,2
5044	Gal	0	0	770,1	0	0	0	0	0	0	0	0	0
5045	Gal3st1	0	0	0	0	0	0	0	0	0	36,9	21,8	5,5
5046	Gal3st2b	14,6	7	1,1	1,1	3,1	4,1	7,4	2	0	8,5	0,9	2,2
5047	Gal3st2c	2,2	2,6	10,6	1,1	5,1	5,1	14,7	5	6,3	5,6	1,8	1,1
5048	Gal3st3	7,8	7,9	10,6	1,1	5,1	26,4	10,5	7	15,9	6,6	33,5	10,9
5049	Gal3st4	76,3	65,2	147,4	178,5	343,6	196	42,3	92,5	196,9	189,9	196,7	322,5
5050	Galc	638,4	591	475,2	911,7	1098,1	1293,1	1137,2	778,9	476	488,2	700,2	606,1
5051	Gale	4,1	8	857,4	700,8	86,1	185,9	0	0	467,7	329,4	402,5	393,5
5052	Galk1	823,4	899,3	908,4	1039,2	624,2	447,6	984,3	518,9	730,4	1020	509,2	637,5
5053	Galk2	2185,7	2278	1125,5	1013,2	1534,1	1087,1	1940,1	1925	1931,6	1619,2	770	716,4
5054	Galm	456,1	393,8	309,7	80	480,4	305,9	549,4	254,2	386,8	206,3	871,5	921,8
5055	Galns	68,3	45,9	96,3	161	195,4	60,9	0	0	9,5	158	94,1	168,9
5056	Galnt1	381,6	418,4	689,9	1150,1	1038,3	1317,9	322,3	367,6	742,8	1124,1	1299,8	1449,6
5057	Galnt10	19,2	15,9	117,6	63,4	141	252,8	190	133,9	73,2	35,7	227,4	356,2
5058	Galnt11	471,9	433,6	420,9	622,1	818,7	586,8	555,2	441,6	757,2	1039,6	779,5	689,6
5059	Galnt12	26,8	26,3	0	0	7,7	0	0	0	0	84,4	0	43,1
5060	Galnt13	3,1	4,3	73,9	2,3	4,2	140,3	2,2	197	73,3	1,3	0,6	3,7
5061	Galnt14	137,4	138,6	15,1	6	4,6	0,9	1,9	57,4	50,5	71,1	17,5	0
5062	Galnt15	1,6	0	23,9	49,4	65,3	293,5	0	0	14,8	0	21,5	56,6
5063	Galnt16	480	507,9	228,4	382	1657,5	915,3	1059,6	607,8	402,8	407,1	202	152,9
5064	Galnt18	68,3	73,4	35	0	17,4	79,3	109,4	109,5	35,9	172,3	102,4	29,5
5065	Galnt2	32,1	49,6	301,3	694,2	1040,1	2643,7	69,4	43,1	270,5	278,8	610,8	468,9
5066	Galnt4	0	0	197,7	328,1	335,6	369,8	1,1	102,7	60,1	56,3	615,6	721,3
5067	Galnt6	0	0	0	0	5,1	0	0	0	31,6	37,5	30,8	50
5068	Galnt7	422,2	373	1,3	300,7	516,2	340,9	455,3	296,3	371,2	124,1	366,6	536,5
5069	Galnt9	0	0	26,1	0	0	0	0	16,8	0	33,8	0	0
5070	Galntl6	123,6	163,2	69,1	170,9	344,8	512,1	338,8	143,7	160	213,4	99,7	137,8
5071	Galr2	0	0	0	0	11,3	0	0	37,1	0	20,7	0	0
5072	Galt	50,8	68,7	144,4	56,7	209,6	163,4	212,9	91	127,7	132,5	227,1	163
5073	Gamt	43,7	59,8	104,6	42	287,2	402,4	0	92,6	38,1	75	324,3	286,7
5074	Gan	131,9	133	253	97,8	193,1	285,3	108,2	81,5	118	131,9	135,9	108,2
5075	Ganab	1153,7	1076,1	1900,7	2049,3	2416,2	1936,2	2028,8	1287,2	1605,1	1456,4	2075,4	2361,4
5076	Ganc	264,1	260,9	218,1	62,8	251	364	400,7	265,3	233,4	128	360	151,5
5077	Gap43	4,1	7,7	3021,4	1042,1	865,4	1247,8	0	0,9	422,9	327,1	6924,5	6010,5
5078	Gapdh	15136	13497,2	26943,7	30813,2	17708,8	19339,1	20907,5	18988,3	25042,2	23871,5	15277,4	18435,9
5079	Gapdhs	84,9	82,2	63	26,7	34,1	43,3	61,5	76,9	33,2	74,4	34,4	26,9
5080	Gapvd1	1202,4	1310,4	424,3	1261,5	585,9	854,6	1039,4	771,6	704,1	761	782,5	769,1
5081	Gar1	163,3	126,5	498	565,3	183,1	69,9	195,1	202,9	282,3	445,3	174,3	261
5082	Garem1	0	0	6,3	97,9	119,7	50,9	106,2	44,3	61,2	50,7	56,2	48,9
5083	Garem2	137,8	129,9	33,9	0	3,1	305,5	11,6	59,4	41,2	72,3	69,8	57,7
5084	Garnl3	95,8	46,7	244,4	192	107,7	195,3	17,5	238,6	105,7	236,3	48,6	94
5085	Gars	462,7	407	1902,3	2665,2	676,9	879,1	809,2	847,9	1513,1	1526,5	1612,3	1920,3
5086	Gart	739,9	778,5	1295,8	1320,6	537	415,5	790,3	686,7	732,1	690,7	848,2	711,8
5087	Gas1	171,4	202,3	276,5	125,7	557,1	474,2	60	187,1	168	73,4	197,6	106,8
5088	Gas2	228,2	213,7	285	110,2	55,9	95,4	154,2	60,2	222,2	116,9	104,1	123,7
5089	Gas2l1	932,6	1018,8	1583,8	940,3	512,4	514,3	2139,8	1205,2	1896,8	1870	704,4	985,7
5090	Gas2l2	685	668,8	330,2	202	306,7	170,8	819,5	1093,4	583,3	644,7	105,8	31,1
5091	Gas2l3	81,5	61,4	86,4	14,2	100,4	9,3	233,3	542,2	174,6	163,6	366,8	517,3
5092	Gas6	4731	4839,2	1851	1272	1369,3	1670,7	1773,3	1730,8	1423,4	1020,5	207,5	248,8
5093	Gas7	98,2	92,7	477,1	295,4	27,9	220	52,9	130,3	798	502,3	568	745,6
5094	Gas8	1034	1063,8	1261,1	1048,9	870,2	872,7	1262,6	1712,4	1351,7	1270,2	796,5	879,6
5095	Gata2	59,4	61,9	174,6	17,3	44,1	22,1	0	28,1	17,5	74	11,9	17,3
5096	Gata3	188,5	182,1	295,9	48,3	3,4	51,8	165,1	66,3	8,8	54,9	3,8	1,8
5097	Gata5	7,8	14	2,1	1,1	4,1	14,3	5,3	9,1	12,7	6,6	5,4	3,3
5098	Gatad1	730,8	753,7	1050,6	1277,8	914,1	1215,9	903,2	1140,3	1115,2	1045,2	942,2	1130,4
5099	Gatad2a	259,7	257,4	646	908,2	565,7	501	412,9	227,1	470,3	577	821,4	738,5
5100	Gatad2b	458,1	462,5	260,5	346,4	593	568,3	284,7	559,4	454,3	429,8	484,1	545,3
5101	Gatb	194	206,7	398,4	380,7	157,6	246,1	241,4	442,3	587,6	501,1	152,2	110,3
5102	Gatc	983,3	898,6	828,8	950	562,5	553	590,5	627,2	339,5	931,6	527,8	503,8
5103	Gatd1	819,2	782,2	443,2	456,7	546,1	400,5	1711,3	980,2	562,2	573,1	505,4	411,2
5104	Gatm	0	0	114,9	36,4	40,7	27,2	0	0	353,1	86	223,1	69,4
5105	Gatsl2	128,2	125	206,4	83,9	335,7	975,1	522,2	243,1	163,4	157,5	51,5	242,7
5106	Gatsl3	64	54,7	0	0	44,1	146,1	0	32,1	0	24,6	35,3	99,9
5107	Gba	524,4	493,1	584,3	686,5	1020,9	901,3	338,1	326,6	549,7	1013,2	796	1273,5
5108	Gba2	121,3	102,9	305,1	192,7	219,6	207,7	192,3	140,9	298	102,2	209,9	211,4
5109	Gbe1	499,8	471,1	400,9	397,2	399,6	524,1	399	300,9	531,5	477,5	463,6	508,8
5110	Gbf1	779,6	912,2	530,2	818,7	733,4	682,9	654,2	898,9	1165,8	756,7	498,6	500,2
5111	Gbp11	0	0	26,6	0	0	0	0	0	30,7	0	0	0
5112	Gbp2	393,3	339,2	986	791,6	2391,4	1267,9	1080,8	846,3	2000,4	3284,1	439,4	686,5
5113	Gbp3	328,6	301,4	136,4	257,6	701,2	230,1	1	163,9	573,6	800,7	120,6	342,9
5114	Gbp4	8,4	4,7	1,1	1,2	66,8	9,8	5,6	4,3	7,9	3	30,1	10,4
5115	Gbp5	46,8	53,5	26,9	29	139,1	49,4	86,6	84,1	36,5	68,3	65,9	28,3
5116	Gbp6	333,5	276,1	161,3	71,1	540,1	166,9	9,6	133,1	820,3	980,8	255,4	101,7
5117	Gbp7	283,6	231,5	291,9	277,5	400,7	446,7	338,2	145,4	494,9	812,5	398,7	253,5
5118	Gbp9	0	0	45,6	0	51,2	139	0	0	77,3	406	198,4	200,7
5119	Gbx1	0	0	0	0	0	0	0	0	24,2	27,2	0	0
5120	Gbx2	3,5	8,2	6,7	86,8	249,6	105,5	0	2,9	251,7	340,6	490,5	830,4
5121	Gca	221,6	236,2	51,6	130,5	603,6	554,6	398,6	939,1	371,7	426,2	240,6	284,1
5122	Gcat	107,5	122,2	262,9	161,1	0	0	118,9	176,8	147,9	143,1	86	150,6
5123	Gcc1	21	26,8	267,5	85,5	140,3	80,3	92,8	48,6	146,6	92,4	147,4	175,6
5124	Gcc2	619	736,3	588,5	359,8	596,4	629,5	645,3	760,6	494,4	553,5	391,3	341,4
5125	Gcdh	508,1	533,3	538	596,8	206	509,3	517,6	716,8	535	898,4	439,3	491,8
5126	Gcfc2	52,8	74,2	38	30,8	34,8	59,9	25,3	75,2	40,5	45,2	132,2	62,5
5127	Gch1	77,3	68,3	293,5	299,1	130,1	268,6	0	49,3	277,9	247,5	50,8	77,4
5128	Gchfr	405,2	391,7	145,6	145,6	80,6	196,1	170,6	123,7	81,3	0	4,5	0
5129	Gck	36,5	34,2	23	8,2	17,6	18,2	135,2	131,8	43,1	55	10,3	0,9
5130	Gckr	0	1,2	19,1	6,5	0	0	55,5	43,9	0	12,8	0	0
5131	Gclc	984,5	980,2	705,9	1008	1833,8	981,2	1620,5	1317	923,8	792,4	730,8	825,5
5132	Gclm	1079,5	1104,5	2317,6	2466,8	1138,2	771,7	560,7	1542,4	1896,4	2003,1	1429,4	1342,6
5133	Gcm1	3,4	0,9	4,2	1,1	5,1	1	9,5	4	3,2	7,5	0,9	2,2
5134	Gcn1l1	727	496,2	940,9	630,3	727,1	734,4	555,1	568,6	608,3	404,4	947,9	666,7
5135	Gcnt1	662,4	643,6	130,3	209,5	202,4	185,5	557,5	683,4	405,3	445,7	862,2	806,7
5136	Gcnt2	1598,2	1577,3	1766,6	1677,3	1050,3	1082,3	1281,7	1070,7	814,8	1119,3	294,4	657,4
5137	Gcnt4	0	0	0	4,5	0	41,8	0	0	0	0	105,2	169,5
5138	Gcsh	1765,6	1615,6	2058,2	2656	1901,6	1613,6	1771,3	1182,4	1825,4	2258	2747,7	2907,6
5139	Gda	0	1,2	2,2	0	2,1	0,7	0	76,7	0	0,7	5,5	10,6
5140	Gdap1	502,9	336,1	824,4	288,3	279,1	323,6	575,6	798,9	531,2	593,4	280,4	278,5
5141	Gdap1l1	159,4	233,1	420,9	134,1	316,7	260,1	531,3	241,1	218,5	251,3	282,8	145,1
5142	Gdap2	329,2	359,6	199,6	569,9	296	108,3	101,7	132,9	391,4	265,2	360,6	446,3
5143	Gde1	2040,1	1746,4	2301,8	1559,1	1622,6	1968	2837,2	3896,8	2258,2	2303,9	2317,4	1972,6
5144	Gdf1	0	0	4,3	20	17,4	17,2	0	19	0	0	11,8	8,8
5145	Gdf10	0	0	0	0	18,5	41,8	0	0	0	0	0	0
5146	Gdf11	57,1	50,9	89,9	151,3	326,6	299,5	84,2	170,1	199,6	114,6	545,9	454,7
5147	Gdf15	0	0	35,2	0	5,5	69,2	0	15,1	45,9	5,1	61,8	77,5
5148	Gdf5	0	0	0	0	39,9	29,4	75,7	0	40,1	36,7	0	0
5149	Gdf6	48,3	67,7	0	0	0	41,8	0	0	38,1	0	0	0
5150	Gdf9	0	0	0	0	12,4	12,9	0	0	29,9	35,1	23,5	0
5151	Gdi1	1569,8	1503,2	3925,7	2695,5	2414,4	1875,3	2928,3	3097,8	2813,4	3297,4	2771,4	2173,6
5152	Gdi2	4988,9	4843,6	4877,5	5954,7	5607,1	3840,2	3825,4	3675,1	4717,8	3926,8	5500,9	7632,7
5153	Gdnf	0	0	18	4,4	61,4	117,1	0	1	10,6	0	67,1	71,8
5154	Gdpd1	555,9	542,4	393,5	374,6	723,1	651,5	488,3	886,2	408	850,6	794,5	881,3
5155	Gdpd2	147,6	135,7	99,7	152,2	1163,2	2560,5	91,4	81,2	330,8	61,2	875,1	846,7
5156	Gdpd3	1,2	6,1	0	21,2	6,4	0	0	0	0	30,5	10,2	0
5157	Gdpd5	2	9	85,2	145,7	41,7	52,1	18	19,3	124,5	49	248	394,3
5158	Gdpgp1	118,7	143,2	56,1	52,3	32,8	24,5	0	149	29,6	79,8	66,2	82,7
5159	Gem	48,3	51,4	156,7	207,7	365,1	541,7	34,8	14,1	0	26,5	160,7	41,7
5160	Gemin2	136,1	142,8	265,6	313	144,8	186,9	281,3	318,7	276	335,2	324,2	277
5161	Gemin4	975,4	919,1	661,1	697,1	98,9	97,6	848,9	1185,6	578,3	381,5	156,6	450,8
5162	Gemin5	359,5	351,6	298,3	383,1	330,6	184,8	282,7	231,8	233,7	203,7	271,9	353,5
5163	Gemin6	280,7	271,6	417,8	637,9	265,5	269,4	49,4	307,3	333,7	364,2	330	382,6
5164	Gemin7	586,3	616,2	837,7	1015,1	724,3	596	330,5	724,6	748,4	900,4	794,4	1164,1
5165	Gemin8	428	342,4	443,4	701,7	389,9	337,5	397,3	527,6	553,2	356,2	193,6	424,3
5166	Gen1	13,1	16,9	38,3	124,9	136,6	62,1	4,1	11,8	367,4	139,4	511,8	161,7
5167	Get4	739,4	841,8	796,7	952,2	1083,9	669,7	596,5	790,1	1016,4	472,9	1281,4	1461,2
5168	Gfap	959,1	918,6	19837,9	17606,3	23346,3	10825	186,1	588	16859,6	10425	5895,1	1927,6
5169	Gfer	448,5	460,1	297,5	512,2	314,5	152,2	262,1	182,6	296,1	239,8	267	426,1
5170	Gfm1	597,4	582,8	1022,1	989,3	697,1	280,5	527,4	571,5	694,9	771,9	435,6	508
5171	Gfm2	223,4	250	511	413,6	200,6	357,3	246,5	463,8	310,1	427	391,9	351,2
5172	Gfod1	0	0	42,1	2,8	0	10,2	0	0	39,4	28,8	122,8	55,5
5173	Gfod2	933,5	1073	789,1	572,9	673,6	477,8	1185,7	1131	1113,7	1008,7	424,8	244,2
5174	Gfpt1	172,7	166,5	208,3	509,3	486,1	397,4	173,4	256,8	211,5	185,1	404,7	320,2
5175	Gfpt2	1,1	1,8	87,4	167	49,9	34,5	3,2	60,1	37,9	269,2	508,6	329,2
5176	Gfra1	1036	1024,5	1896,7	2477,2	1002,1	1003,8	324,4	376,6	1673,5	1580,7	795,2	1302,8
5177	Gfra2	2,2	3,5	256,2	254,7	332,8	173,1	4,2	110,7	681,2	1007,7	919,3	824,3
5178	Gfra4	0	0	40,1	0	13,6	0	20,8	0	1,2	0	13	0
5179	Gga1	122,1	146,3	171,6	272,5	201,7	244,2	250,5	231,3	262	284,1	258,3	265,9
5180	Gga2	223,3	173,3	330,7	234,4	196,9	133,8	206,1	166,4	170,3	172,2	338,4	274,3
5181	Gga3	199,1	285,8	100,4	248,3	210,5	203,1	325,5	151,7	102,7	150,1	137,8	138,5
5182	Ggact	361,6	452,1	451,4	206,6	316	479,2	364,7	393,1	382,1	188,8	176	234,4
5183	Ggct	177,1	175	510,2	500,2	104,6	169,5	244,1	215,2	356,4	288	295,6	151,3
5184	Ggcx	153,2	174,8	151,7	198,1	252,1	347,5	106,2	202,2	202,8	93,5	329,5	246,3
5185	Ggh	1310,4	1222,3	1403,8	789	1295,9	1321	1036,7	1360,3	1012,9	1176,1	1707,8	1657,5
5186	Ggn	0	0	0	11,4	4,4	0	21,2	0	0	14	0	17,1
5187	Ggnbp1	151,2	190,1	97,9	50,4	93,6	100,5	104,6	82,3	73,2	25,7	64,9	33,7
5188	Ggnbp2	1971	1786,3	1128	963,3	1553,7	1452,6	1015,4	1084,8	952,4	1193,3	1204,6	1738,1
5189	Ggps1	849	823,5	889,1	1314,6	1010,8	1008,1	1135,2	1173,7	661	813,5	729,8	858,3
5190	Ggt1	0	1,5	39,3	0	39,6	12,3	36,4	18,3	2	1,3	1,1	0
5191	Ggt7	261,8	274,5	81,3	162,3	35,6	146,6	0	93,9	113,5	76,7	89,5	48,2
5192	Ggta1	183	148,2	399,2	1116,2	907,3	516,5	178,1	72,7	291,2	462	281,6	276,1
5193	Ghdc	184,5	152,7	98	250,6	121,9	146,2	224,7	127,5	100,3	95,3	236,1	225,8
5194	Ghitm	5794,6	5504,9	7215,1	6069,7	4657,7	3608,8	6424,2	6283,8	6761,1	5675,1	4811,3	4742,8
5195	Ghr	616,9	527	653,9	987,2	760,7	405,5	372,9	94,5	960,3	901,7	1101,2	1638,1
5196	Ghrh	30,9	30	20,9	10	3,1	6,9	21,3	38,9	23,8	42,2	10	0
5197	Gid4	747,8	727	708,5	844,5	408,9	351	393,1	1113,8	484,7	442,3	375,7	370,7
5198	Gid8	278,9	300	381,6	214,7	283,6	308,2	223,6	358,7	316,8	219,1	362,8	336
5199	Gigyf1	87,2	99,7	88,5	46,1	146,7	200,9	129,6	107,2	93,6	54,6	90,3	86,7
5200	Gigyf2	835,9	863,9	689,5	458,1	347,2	891,5	978,9	1073	805,4	193,1	477,7	438,6
5201	Gimap1	78,2	58,7	14,8	19,9	3,1	10,8	13,6	17	8,4	5,7	3,6	0
5202	Gimap5	50,6	35,8	0	0	0	14,2	0	0	0	12,3	0	0
5203	Gimap6	8	11,8	11,9	8,3	5,5	16,4	5,7	11,2	7,8	3,4	3,2	1
5204	Gimap8	45,9	38,5	16	35,5	95,7	120	50,5	47,2	66,5	49,8	43,5	35,9
5205	Gimap9	0	0	0	90,2	0	95,3	0	108,8	0	15,6	36,4	40
5206	Gin1	55	66,2	336,1	233,8	310,3	213,9	436,9	563,1	270	371,5	316,7	182,9
5207	Ginm1	4510,3	4150,3	2526,6	2559,5	3124,2	2963,9	3945,9	3416,3	2948,2	2253,5	1340,6	1524,2
5208	Gins1	86,9	89,5	307,4	241,1	84,3	67,8	90,5	54,7	88,4	294,6	212,8	164,8
5209	Gins2	144,5	144,3	1382	1634,7	328,3	374	8,3	71,4	610,7	1034,2	1005	1020,5
5210	Gins3	0	0	257,5	162,9	65,3	85,7	66,3	79,8	121,8	190,4	93,6	62,4
5211	Gins4	764	744,5	1189	990,2	708,3	635,7	799,1	553,8	963,4	1128,5	694,5	588,5
5212	Gipc1	469,4	547,3	874,3	859	718,7	421,2	449,8	507,4	670	662,5	913,4	1200,1
5213	Gipc2	3,9	2,9	68,3	25	35,6	6,9	11	10,1	78,6	107,5	94,9	56,7
5214	Gipr	0	0	2,3	0	6,7	0	13,2	0	91,9	0	0	0
