gene	Foxj1_tdT_Uninj_rep1	Foxj1_tdT_Uninj_rep2	Foxj1_tdT_1dpi_rep1	Foxj1_tdT_1dpi_rep2	Foxj1_tdT_5dpi_rep1	Foxj1_tdT_5dpi_rep2	Foxj1_Olig2_tdT_Uninj_rep1	Foxj1_Olig2_tdT_Uninj_rep2	Foxj1_Olig2_tdT_1dpi_rep1	Foxj1_Olig2_tdT_1dpi_rep2	Foxj1_Olig2_tdT_5dpi_rep1	Foxj1_Olig2_tdT_5dpi_rep2
13525	Spocd1	0	0	0	21,4	4,5	0	69,1	0	33,9	5,8	0	0
13526	Spock1	34,7	50,6	192,1	0	5,4	39,5	26,5	29,3	12,4	12,9	0	4,4
13527	Spock2	45,2	55,7	152,3	136,4	51,1	76,3	0	49	133,5	27	18,3	11,5
13528	Spock3	9,1	14,2	243,6	1,1	6,2	3,1	0	15,1	2,1	1	1,8	2,2
13529	Spon1	87,4	108,2	1	0	60	128,3	0	317	38,1	104,3	981,2	810,8
13530	Spon2	0	0	0	42,3	110,4	21,5	0	0	0	0	1,7	31,3
13531	Spop	3194,8	3380,2	3700,3	2518,8	3249	1800	3628,7	3861	3337,2	3240,8	2361	2288,6
13532	Spopl	571,6	670,1	251	78,7	147,5	142,8	37,7	112,1	108,2	81,8	350,8	95,5
13533	Spout1	497,4	519,4	534,4	739,9	454	288,4	248,6	395	374,2	368,6	317,6	482,3
13534	Spp1	1,1	6,6	38,4	619,1	10443,2	11173,5	5,7	9,5	1588,9	0	1366,8	5033,5
13535	Sppl2a	647,8	586,9	1374	912,9	871,6	1184,9	542,3	893,9	1365,6	954,6	1147,7	1124,6
13536	Sppl2b	963,1	867,5	726,6	493,5	594,9	480,2	633,8	318,2	582	435,9	343,5	401,1
13537	Sppl3	278,6	256,7	211,5	296,2	363,5	521,1	286,9	137	226	247,7	336,9	362,8
13538	Spr	676	726,5	442,8	379,5	96,8	156,4	240,1	527,2	398,8	266,7	289,1	298,5
13539	Spr-ps1	14	32,3	11,4	2	3,6	42,9	26,9	11,4	25,6	30,6	7,5	55,7
13540	Spred1	370,5	348,7	649,9	1110,1	462,5	767,3	398,4	359,8	507,9	330,6	472,2	331,8
13541	Spred2	37,7	20,1	300	648,5	244,3	464,2	46,5	46,5	187,5	104,8	420	274,3
13542	Spred3	0	8,5	114,6	49,4	63,7	56,1	14,1	3,3	79	89,9	48,2	56,5
13543	Sprn	0	0	88,9	0	17,4	0	0	0	0	0	10,9	0
13544	Sprr1a	0	0	41,7	3,3	22,5	0	0	1	47,6	0	391,5	466,2
13545	Sprr2a1	0	0	0	0	0	0	0	0	0	0	78,7	26,1
13546	Sprr2a2	0	0	0,4	0	1,9	0	0	0,8	0	0	1416,4	2249,6
13547	Sprr2a3	0	0	0	0	0	0	0	0	0	4,4	3,3	396,6
13548	Sprr2b	0	0	0	0	0	0	0	0	0	9,4	48	7,7
13549	Sprtn	525,3	503,5	203,1	267	132,1	77,4	205,2	191,3	88,7	92	114,3	167,5
13550	Spry1	2,3	0,9	546,1	676,1	293	237,6	0	0	113,9	219,1	307,2	217,1
13551	Spry2	1202,7	1103	3674,6	10663,3	1182,1	1857,8	1455,6	1724,3	2940	2568,9	2325,7	2130,9
13552	Spry3	75,1	53,6	0	5,6	22,5	0	1,1	0	0	40,4	4,5	0
13553	Spry4	1,1	0,9	66,6	82,3	3,1	13,2	0	0	91,8	77	90,7	63,1
13554	Spryd3	286,7	246,1	252,3	229,3	267,1	227,9	447,8	234,2	386,7	452	200,4	254,4
13555	Spryd4	149,2	147,5	138,3	57,8	95,3	199,7	41,1	89,2	27,5	166,3	93,2	68
13556	Spryd7	691,5	538,7	469,3	694,3	494,5	238,3	520,3	446,7	210,4	327,7	387,7	294,8
13557	Spsb1	1601,4	1742,8	875,8	1101,8	795	413,6	1236,2	1094,9	1228	1957,7	1124	1345,2
13558	Spsb2	74,4	86,7	275	136,4	254	150,9	192,1	134	275,1	295,3	307,6	389,2
13559	Spsb3	530,6	591,9	216,4	393,7	344,3	158,3	263	546,6	628,8	165,5	359,6	256,3
13560	Spsb4	426,1	479,1	173,8	130	158,9	134,1	582,6	520,6	314,9	377,7	121,7	161
13561	Sptan1	4910	5449,5	3437,8	3028	6112,2	7781,8	5308	6911,6	3159,1	3860,2	2936,8	3035,1
13562	Sptb	142	141,1	110,9	102,4	93,2	187,9	335,3	210,1	69,1	123,1	30,1	29,2
13563	Sptbn1	2353,5	1997,2	2078,4	2396,3	4047,5	5802,4	1961,1	2270,3	2436	1899,5	3549	3514,5
13564	Sptbn2	6,7	2,6	18	7,8	36,8	128,5	0	0	48,5	51,6	0,9	16,3
13565	Sptlc1	760,4	790,7	213,9	716	565,3	1127,7	1157,3	416,6	927,1	737,7	1137,5	1174,2
13566	Sptlc2	308,2	313,9	537,4	543,4	394,1	380	6,8	355	299,9	452	510,3	649,6
13567	Sptlc3	1012,9	1010	543,8	266,9	428,3	314,1	1929	1593,2	658,9	511,9	109,8	113,3
13568	Sptssa	3284	2939,7	3153,3	2948,8	2968,9	2139,8	3644,9	3242,1	3902,3	3209,5	3720,9	3312,2
13569	Spty2d1	521,6	479,9	707,3	521	721	658,4	944,2	307,4	481,3	620	818,4	781,2
13570	Sqle	2067,4	2160,1	2627,3	1785,1	1349,9	1183,8	2337,8	2010,8	2204,5	2458,8	478,5	806,9
13571	Sqor	754	669,6	635,3	254,6	257	176,5	749,2	700	428,4	516,1	268,6	197,2
13572	Sqstm1	7224,2	6357,4	6036,5	4193,6	6856,5	6924,2	7951,6	9133	4606,6	5907,8	3936,2	3899,9
13573	Sra1	631,4	653,5	1083,3	1736,8	1663,6	1387,4	1069,6	1289,4	1309,5	1391,4	1462,7	1715,1
13574	Srbd1	471,6	461,4	309,1	337,1	230,4	227,1	331,5	487	152,1	501	231,2	250,4
13575	Src	153,4	173,7	283,8	136,1	194,4	179,3	148,1	116,9	250,6	209,8	298,3	283,7
13576	Srcap	285,8	341,3	308	158	230,9	299,3	460,2	428,4	287,3	312,8	260	216,5
13577	Srcin1	128,6	147,4	26	47,3	138,3	78,5	146,5	77,5	37,4	54,7	0,8	1,9
13578	Srd5a1	229,2	221,8	198,6	64,2	132,9	185	258,6	251	179,9	173,5	300,3	509,1
13579	Srd5a3	207	229,4	233,5	375,5	353,9	300,1	417,8	646,2	559,5	733,4	416,9	392,3
13580	Srebf1	2387,5	2532,7	1321,7	1000,6	1165	1448,8	3510,3	2955,4	2448,1	2197,1	769,2	757,9
13581	Srebf2	835,4	882,8	1151,6	872,4	334,7	485,2	1024,9	814,6	908,9	995,1	170,5	268,5
13582	Srek1	1257,4	1057,1	751,5	911,5	1248,5	1525,4	1221	892,6	859	1373,7	969,6	769,4
13583	Srek1ip1	2106,7	2217,1	528,4	1033,6	993	1572,4	2229,3	2223,3	1021,9	1063,1	1158,9	1115,5
13584	Srf	253,1	276,6	116,4	133,5	284,6	385,1	151,5	99,6	162,6	53,5	107,9	164,3
13585	Srfbp1	169,4	168,9	319,3	273,2	304,4	226,9	391,6	258,5	121,7	295,1	296,7	214,2
13586	Srgap1	174,9	125	17,1	36	199,4	375,2	156,8	112,5	175,9	143,6	213,3	179,9
13587	Srgap2	460,8	468,6	872,7	616,2	542	442,4	317,8	700	599	531	420,6	578,1
13588	Srgap3	842,4	795	420,9	615,1	690,6	1436,5	1050,3	898,9	398,5	397,2	182,1	136,9
13589	Srgn	0	0	34,9	0	10,3	15,7	6,7	0	0	0	1,6	2
13590	Sri	1671	1629,2	2544,8	2337	3287,3	2508,9	2353,6	2343,9	2605,8	3180,8	4157,6	4339,6
13591	Srl	696,6	718,1	244,6	105,5	210,5	101,8	740,4	905,7	542,4	651,6	79,7	91,3
13592	Srm	153,9	171,2	1796,6	2561,1	496,1	173,2	237,2	293,7	1169,2	1006,9	1241,7	1058,6
13593	Srp14	3300,3	2995,7	3195	2817,1	4244,4	3947,9	3103,3	3630,9	3465	3055,5	4019,9	3844,6
13594	Srp19	1010,1	964,7	681,2	1287,6	1167,2	1271,9	692,7	797,6	1114	790,9	1825,1	1811,4
13595	Srp54a	2715,7	2506,5	1879,2	2375	1791,7	855,1	1955,4	1919	1834	1548,2	2378,8	2544,7
13596	Srp54b	1102,7	1052,4	910,9	1614,6	1009,8	342,8	907,7	1157,5	762,7	1011,7	1516,1	1499,9
13597	Srp68	237,3	244,2	823,7	985,8	612,3	497,9	702,6	867,2	611,1	681,2	848,8	804,1
13598	Srp72	908,3	783,8	1302,1	1182,2	973,5	1056,4	620,1	1265,8	1004	1506,7	1459,5	1256,4
13599	Srp9	1504,4	1376,4	2156,4	2195	1791,9	1487,7	1441,6	1566,8	2309,2	1582,6	1766,2	1925,5
13600	Srpk1	927,5	897,6	1123,5	1049	720,3	730,9	553,3	538,2	1056,1	1359,7	1144,2	939,6
13601	Srpk2	1229,1	1219,3	1776,4	1852,4	1932,4	1908,2	1778,7	1232,5	2509,8	1555	1935,2	1548,1
13602	Srpk3	129,4	119,9	0	30,2	0	77,7	5,8	32,3	0	0	12	0
13603	Srpr	650,7	682	1483,1	1476,4	1254	971,5	1557,9	1463,6	1510	1243	1340,8	1362
13604	Srprb	883,9	945,5	1215,6	1020,9	765,7	481,3	517,7	1039,9	1073,4	1262	1213	1355,2
13605	Srpx	0	0	0	0	12,1	11,2	0	0	4,5	16	45,1	61,9
13606	Srr	465,7	472	211,2	255,5	294,9	379,2	490,9	463,9	345,7	353,4	323,9	400,3
13607	Srrd	26,8	15,4	114,2	39,9	131,6	111,8	46,2	37,2	63,6	106,1	142,3	65,6
13608	Srrm1	2267,5	2196,8	2066,5	2249,8	1374,2	1280,5	1892,2	1476,2	1606,9	1281,1	1543,2	1445,7
13609	Srrm2	1594,9	1666,5	2325,3	1546,4	1530,1	1135,2	2155,1	948,8	1729,5	1413,9	1527,2	997
13610	Srrm4	0	0	42,3	0	25,1	9,4	0	0	48,9	0	23,9	19
13611	Srrt	456	434,6	1156,6	906,1	794,1	762,5	308,2	819,9	780,9	599,5	985,4	1144,1
13612	Srsf1	1091,2	938,1	1048	1354,8	1138,7	1264,5	1282,7	1090,3	944,3	1048,3	1108,1	1091,8
13613	Srsf10	6891,8	6516,5	4219,6	4074	4932,3	3740,7	6315,7	6158,3	4644,5	4344,4	3464,7	3664,4
13614	Srsf11	1963,4	2171	2851,4	1945,2	2137,2	2055,4	2239,1	2764,8	1911,3	1738,3	2717,3	2431,8
13615	Srsf12	6,4	1,9	45,3	0	65,9	33,9	0	3,6	12,2	0	19,7	36,3
13616	Srsf2	2197,4	2028,7	4974,2	5743,2	4107,5	4401,9	2377,6	3357,4	3713,7	3700,1	5054,1	4821,6
13617	Srsf3	4720,3	4254,3	6395,9	6887,2	4113,4	4247,1	3585,5	5515,9	5347	6117,1	7505,2	8202,3
13618	Srsf4	996	1043,3	834,2	976,5	642,5	1061,7	682,4	500,2	445,1	763,5	776,9	699,8
13619	Srsf5	12755,8	12427,8	6198,9	5549,8	5754,4	7366,1	10480	8266,1	6809,3	4412,2	5237,6	4632,2
13620	Srsf6	1186,7	1271,1	3467,7	3891	3235,4	3059,7	1245,3	2195,9	2316,9	3745,4	4241,8	4042,6
13621	Srsf7	3620	3408,5	4838,4	5060,3	2637,4	1889,2	2571,2	3129,5	3187,8	3891	3925,1	4450,2
13622	Srsf9	555,6	551,7	700,3	816,8	822,2	664,9	448,3	459,2	683,7	483,6	794	719,2
13623	Srxn1	60,6	76,1	511,6	687,6	324,5	303	64,9	184,1	778,5	974,4	444,6	523,4
13624	Ss18	1359	1281,4	1704,1	1981,7	1538,4	928,6	1262,2	1586,8	1708	1521,9	1618,5	1834,3
13625	Ss18l1	121	120,4	87,8	115,7	108,5	104,9	30,5	137,9	238,6	138,1	113,4	188,1
13626	Ss18l2	370,8	309,5	623,3	510,9	602,5	703,7	303,7	758,6	682	641,3	727,6	922,7
13627	Ssb	3898,8	3501	4283,4	4611,5	4113,7	3175,3	4410,7	3559,8	3774,7	4600,7	4747,1	4483,3
13628	Ssbp1	1206	1197,6	1174,1	2108,3	1159,4	1949,3	760,4	1653,4	1499,6	1227,3	1774	1633
13629	Ssbp2	2868	2485,7	1255,5	1065,4	1269,8	1740,4	1769,1	1615,3	1255,3	1259,4	751,2	720,4
13630	Ssbp3	583,5	593,8	981,3	462,9	1108,5	1393,1	344,3	979	473,6	483,4	559,5	457,7
13631	Ssbp4	1485,1	1718,4	666,8	627,9	857,7	840,6	1947	1724,2	1073,4	1483,5	496,1	640,3
13632	Ssc4d	46,5	38,5	0	72	0	27,4	33,8	38,5	105,5	108,9	28,9	21,6
13633	Ssc5d	22	23,5	0,8	19,6	211,7	390,4	55,5	58,8	44	56,9	82,1	33,2
13634	Ssfa2	433,9	348,1	267,5	435,7	456,3	508,2	97,4	405,4	232,4	213,3	643,1	608,5
13635	Ssh1	267,2	258,9	225,3	805,5	261,3	330,8	93,9	220,3	329,7	463,3	339,4	250,4
13636	Ssh2	199	128,1	91,3	135,5	183,8	198,4	206	154,5	186,7	131	123,1	261,7
13637	Ssh3	486,3	483,1	290,2	252,4	413,7	184,1	273,6	271,5	307,5	438,5	187,6	249,8
13638	Ssmem1	62,6	60,7	0	0	25,6	21,4	0	0	0	23,7	0	0
13639	Ssna1	808,4	840,6	1012,9	1073,8	736,2	519,9	517,8	897,5	835,4	1226,4	1242,7	1313,2
13640	Sspn	362,7	331,2	144,1	270,3	350	396,7	224	218,4	242,8	144,6	470,6	653,3
13641	Sspo	84,3	56	0	0	7,3	0	46	34,7	0	42,2	0	0
13642	Ssr1	2783,3	2541,3	4283,7	4840,3	3152	3384,2	3117,7	4180,9	3367,5	3245,5	4210	3540,9
13643	Ssr2	831,8	784,9	1347,8	1352,1	1412,5	1478	629,5	1218,6	941,9	670,7	2928,5	3113,4
13644	Ssr3	9384,9	8577,5	5794,7	7597	7744,1	6479	8085,2	7949,8	6783,1	7374,7	7562,8	9078,8
13645	Ssr4	1514	1454,3	1723,3	2567,6	1766	1402	1151,9	1486,5	1915,9	1973,1	1546,7	1755,6
13646	Ssrp1	1845,8	1818,4	2430,6	2999,2	1495,1	1405,5	1227,6	1216,6	1922,4	2214	2301,1	2782
13647	Sssca1	854,8	950,6	772	541,1	536,8	580	595	785,6	672,7	692,8	404,6	372,4
13648	Sstr2	0	0	228,8	141,9	0	1	0	0	17,9	0	0	0
13649	Sstr3	0	0	0	0	36,9	0	0	18,1	0	0	21,8	0
13650	Ssu72	1601,2	1513,7	2378,9	2550,6	1942	1598,4	1409,2	2027,4	1551,6	2083,3	2354,5	2391,8
13651	Ssx2ip	126,4	128,8	496,8	581,5	157,5	265,3	180,3	564,5	301,1	251,5	422,3	557,8
13652	St13	6502,5	6134,4	5598,1	6236,1	5729	5439,4	5524,6	6432,6	5384,3	5709,7	5381,8	5906,8
13653	St14	51,1	53,7	24,7	46,5	40,8	31,6	28,6	67,9	34,9	27,4	33,9	73,2
13654	St18	0,9	0	612,8	0	0	1,6	0	0	0	0	0	0
13655	St3gal1	105,3	115,2	148,1	131,3	254,9	319	86,3	75,5	81,3	49,8	54,4	88
13656	St3gal2	647,9	609,5	396,4	488,8	810,6	1111,9	643,2	566,3	476,4	545,1	506,5	500,4
13657	St3gal3	26,6	46,3	59,7	76,9	64,1	32,1	52,9	65,8	0	32,2	10,7	15,7
13658	St3gal4	522,1	405	314,3	588	122,3	123,6	141,8	324,6	406	434,5	299,1	661,5
13659	St3gal5	1168,1	1131,9	655,6	620,7	1686	1087,7	308,3	364,9	555	496,2	268,4	443,5
13660	St3gal6	4782,7	4731,9	1953,6	983,5	1378,5	1140,3	3906,4	4864,4	2386,4	2646,1	952	967,9
13661	St5	1619,3	1709,7	829,8	793,8	1445,8	2000,2	832,4	1334,8	604,5	688,9	991,3	832,8
13662	St6gal1	1010,6	1055,7	907,9	1202,7	1420,1	1747,8	815	1542	666,5	1061,5	934	761,7
13663	St6galnac2	3,6	4,9	0	60,8	105,3	0	117,2	67,6	5	11,5	54,9	88,4
13664	St6galnac3	1236,7	1381,2	477,1	471,8	313,4	260,8	356,1	201,7	66,7	583,6	124	111,5
13665	St6galnac4	0,8	0,6	278,5	183,4	150,8	169,8	60,6	177,4	53,9	180,1	134,2	295,3
13666	St6galnac5	0	0	104,6	0	0	74,4	1,1	0	46,4	0	0	0
13667	St6galnac6	1	0	73,8	45,2	114,3	68,3	61,3	36,1	94,2	54,9	76,5	83,8
13668	St7	1111,3	1010,4	289,7	277,7	317,8	253,1	2129,7	363,7	367,5	576,7	190,7	201,4
13669	St7l	391,7	420,2	440,1	527,1	633,2	708,7	976,5	452,2	461,8	522,3	402,4	624,2
13670	St8sia1	589,1	495,7	389,7	445,7	491	243,1	1145,2	676,9	405	471,8	200	167,8
13671	St8sia2	1450,2	1433,5	581,4	420,1	966,6	678,3	1533,2	497,6	867,5	799,4	126,5	357,2
13672	St8sia3	0	0,7	249,5	0	0	0,9	0	0	0	0	1,5	0
13673	St8sia4	4,2	3,2	7,3	3,3	3	52,7	5,1	2,9	3,7	1,6	1,1	1,9
13674	St8sia5	0	0	198,6	0	0	0	0	36,9	0	9,6	0	11,2
13675	St8sia6	0	0	172,8	0	0	0	0,6	0	0	0	50,9	0
13676	Stab1	18	6,8	15,3	42,8	17,1	21	8,6	25,4	21	4,1	11,5	26,7
13677	Stac	0	0	9,9	14,8	0	0	0	0	0	36,4	0	4,6
13678	Stac2	0	0	33,3	0	18	25,9	41,8	0	0	15,6	100,5	124,8
13679	Stac3	15,7	12,9	25,2	0	5,1	1,7	0	0	6,1	0	0	0
13680	Stag1	811,3	707,4	690,4	1263,1	579,3	1170,2	860,8	661,9	1224,5	1032,3	878,9	797,9
13681	Stag2	1476,7	1873,5	1029	1066,2	1186,5	831,9	968,7	1902,3	1252,8	1282,1	787,7	970,3
13682	Stag3	139,4	69	0	2,2	4,4	0	0	0	0	0,3	16,4	24,5
13683	Stam	1626	1533,1	784,5	761,9	1037,2	864	772	1132,7	1251,7	1025,6	965,9	1225,2
13684	Stam2	842,5	896,8	978	697,4	759,1	713,4	1207,6	881,1	526,4	922,1	751,8	805,9
13685	Stambp	615,8	604,6	455,6	302,7	389,4	460,8	840,5	353,3	524,8	545,6	482,2	409,9
13686	Stambpl1	61,6	53	16	15,7	8,3	14,3	67,3	33	44,1	24	269,1	61,3
13687	Stap1	20,1	13,9	6,9	7,7	14,5	18,5	16,7	4	11,2	3,5	8,9	17,3
13688	Stap2	0	0	0	0	0	0	19,9	0	0	0	5,4	19,7
13689	Star	0	0	18,3	12,1	4,6	13,8	8,6	48,2	157,4	36,5	63,1	26,5
13690	Stard10	462,4	519,4	136,3	197,4	308,7	260,1	414	434,2	448	331,6	316,7	188,6
13691	Stard13	112,6	100,7	100,9	347,9	200,4	259,3	385,6	236,3	397	211,8	434,6	384,4
13692	Stard3	166	159,9	319,2	175,3	200,6	355,4	212,9	263,2	277,7	402,9	495,9	498,4
13693	Stard3nl	1299,9	1156,9	1248,1	1517,6	2338,7	1856,6	1058	1646,6	1851,5	2339	1745,6	2344,7
13694	Stard4	169	126,8	190	220,5	150,2	47,3	222	459,7	229,5	203,6	66,2	28,2
13695	Stard5	129,8	160,8	171,5	230,1	69,2	40,4	149,1	122,5	29,2	210,5	171,7	214,1
13696	Stard6	172,4	127,4	107,8	55,5	44	177	144,3	103,9	154,5	87	71,4	57,4
13697	Stard7	1708,6	1643,2	1158,5	1076,7	777	519,3	944,1	1452,8	778,1	1120,2	736,9	622,7
13698	Stard8	131,1	111,6	41,6	30,5	14,4	41,5	30,4	26,6	39,1	56,3	7,9	37,2
13699	Stard9	2,1	6,4	9,8	18,4	43,9	4,1	13,6	19,2	10,6	118,1	58,7	10,1
13700	Stat1	276,4	304,3	387,3	836,6	911,3	513,4	537,2	470,3	980,4	2246,1	884	442,9
13701	Stat2	76,8	40,9	285,6	257,6	136	104,8	144,9	313,5	317,5	386	117,8	116,4
13702	Stat3	723,2	1000	2345,7	1676,5	1764,9	1791,1	1029,1	692	2807,3	1876,2	1252,2	1523,6
13703	Stat5a	26,6	24,4	81,6	290,7	100,1	65,2	74,8	20,3	62,2	64,7	55,8	176,9
13704	Stat5b	521,7	553,3	237,4	133,2	117,4	333,3	684	308	180,5	84,8	169,1	140,3
13705	Stat6	121,7	138,9	289,3	129,5	181,7	519,6	189,8	130,6	207	372,6	500,9	413,4
13706	Stau1	1212,4	1226,7	1067,6	1353,7	1307,7	1224,8	1618,3	1468,2	1150,8	1327,7	1069,4	1593,1
13707	Stau2	393,6	385,4	406,1	411,8	229,8	192	382,7	141,4	129,2	217,2	168,2	230,5
13708	Stbd1	246,8	226,7	201,7	367,2	298,6	75,2	57,7	47	114,9	69,8	182,5	109,4
13709	Stc1	3,4	7,9	10,6	41,2	1	32,6	0	0	54,9	0	18,1	56,6
13710	Steap1	160,4	140,6	435	326,2	384,4	160,7	186,3	403,2	307,1	567,6	227,7	339,3
13711	Steap2	455,8	380,7	349,8	418,9	738	655,8	320,9	563,1	373,7	752,3	1027,4	846,4
13712	Steap3	141,5	120	148,6	372,2	51,1	11,5	21,2	151,5	255,2	466	132,9	96,9
13713	Steap4	0	0	358,6	15,6	67,5	0	0	1	336,5	149,3	147,6	90,3
13714	Stil	1,1	0,8	139,9	28,3	63,8	70,3	0	0	0	103,5	250,3	395,2
13715	Stim1	1181,9	1318,5	695,8	376,6	541,2	643,2	876,6	745,4	519,8	548	402,7	259,9
13716	Stim2	153,6	138,1	290,1	388,8	518,2	435,6	293,6	282,3	363,8	203,4	1370,4	801,6
13717	Stip1	3253,7	3381,8	3393,5	4565,1	2746,1	2456,7	3716,3	7162,6	4366,8	3916,7	3045,2	3607,5
13718	Stk10	10,6	8,3	58,8	36,7	13,5	55,7	19,8	62,7	19,9	134,7	53,9	93,3
13719	Stk11	966,5	953,1	464	421,4	396,4	721,3	823,2	887,4	542,7	722,5	423,4	449,5
13720	Stk11ip	599,1	719,6	317,8	276,4	378,6	415,8	923	782	607,2	347,7	254,3	208,3
13721	Stk16	919,1	818,4	647,4	699,2	813,3	604,4	614,6	881,3	956,6	1232,6	1070,7	900,7
13722	Stk17b	19,3	7,5	581,1	701,7	530	290,6	668,6	286,2	395,7	182,9	484,4	629,1
13723	Stk19	477,7	498,2	298,1	312,6	405,6	414,5	592,7	436,6	431,2	505,8	347,1	281,8
13724	Stk24	37	44,6	341,3	349,2	149,5	120	127,3	161,9	184,9	183,5	329,8	378,5
13725	Stk25	2968,2	2620,6	1805	1297,2	1502,7	956,5	1936,3	1776,8	1813,6	1933,2	1364,9	1635,3
13726	Stk26	0	0,9	31,2	0	0	0	0	21,2	0	0	7,6	0
13727	Stk3	1919,5	1792,4	1524,2	1484,2	1163,3	828,9	2188,5	1369	1531,5	1589	697,1	330,4
13728	Stk31	0	0	0	0	0	32,3	0	61,3	0	0	0	0
13729	Stk32a	671	656,4	388,4	251,4	188,4	276	189,4	739,7	238,7	767,7	536,7	266,6
13730	Stk32c	0	0	10,7	11,2	9,5	6,6	19,4	37,9	14,9	19	0	0
13731	Stk33	2218,6	1888,4	1420,7	1052	1008,6	1389,4	1738,8	1961,2	1402,2	2031,7	1061,7	869,9
13732	Stk35	279,5	280	142,6	142,5	213,8	79,8	86,7	142,7	106,3	293,3	64,7	210,5
13733	Stk36	1134,4	995,3	419,5	473,4	659,1	416,7	715	794,7	605,6	729,5	280,5	245
13734	Stk38	450,1	445,3	468	425,3	951,5	615,2	384,4	1201,4	365,8	532,8	1042	1098,4
13735	Stk38l	349,1	363,2	431,1	369,4	294,1	344,3	173,7	385,2	343,6	418,2	743,1	803,8
13736	Stk39	37,5	37,7	168,4	131,2	82,8	178,6	140,2	102,5	93,1	117,9	162,4	47,7
13737	Stk4	335,5	255,4	351,9	330	379,5	406	388,3	707,2	414,1	345,6	346,5	464,3
13738	Stk40	19,5	23,8	94,3	342,1	79,3	157,7	115,1	62,3	307,6	296,7	129	175,8
13739	Stkld1	0	0	0	0	29,6	12,2	0	0	0	36,7	2,7	5,5
13740	Stmn1	668,2	635,8	5052,7	4081,3	4608,8	4593,6	373,6	273,8	1981,9	2671,3	9500,3	11883,7
13741	Stmn2	1014,2	1024,4	4836,8	6582,8	5561,2	2950,1	2428	2441,5	7005,5	6904	7673,2	10406,9
13742	Stmn3	60,6	62,8	639,5	39,9	56,4	156,6	51,6	38	42,4	154,7	187	112,6
13743	Stmn4	0	0	321,1	40,7	4,1	60,1	0	0	0	0,9	100,8	6
13744	Stmnd1	1476,3	1360,5	821,3	379,7	367	306,7	2655,1	1321,1	1075,6	880,3	76,9	61,6
13745	Stn1	369,8	323,3	942,4	1049,9	662,2	540,2	326,8	446,7	565,2	799,2	355,6	456,3
13746	Stom	3041,1	2872,4	942,8	530,3	1299,1	1501,1	3053,1	1819,3	1343,5	1771,4	826,3	947,3
13747	Stoml1	389	344,3	271,2	182,2	318,6	306,3	377,8	391,5	392,4	252,1	293,8	349,5
13748	Stoml2	745,5	642,9	1473,1	1165,5	926,9	1141,6	879,1	1300,8	868,6	880,6	1597,7	1456,7
13749	Stoml3	8378,4	8710,4	3175,1	2299,8	1365,3	1631,6	9943,7	11535,1	6164,3	5275,2	442,2	286,9
13750	Ston1	52,3	51,9	41,3	97,1	175,6	162,1	33,6	14,9	44,3	52,8	106,1	125,1
13751	Ston2	712,4	755,8	517,6	590,7	302,3	315,6	419,3	811,1	610	416,2	330,5	206,7
13752	Stox1	143,6	169,2	216,9	107,2	70,5	131,3	345,6	324	193	206,5	40	56,8
13753	Stox2	808	997,4	448,3	633,4	909,1	990,1	1039,8	489,6	674,4	779,6	451,7	362,6
13754	Stpg1	784,6	831,8	263,3	78,6	163,7	221,9	615,8	322	237,4	204,6	45,1	30,1
13755	Stpg2	0	0	0	0	0	0	111,5	0	0	0	0	0
13756	Stpg4	0	0	16	19,4	0	0	57,9	32,6	0	8,4	11,8	0
13757	Stra6	0	0	0	0	4,1	0	0	0	54,2	0	131,8	65,9
13758	Stra6l	15,7	18,5	3,2	12,2	12,3	11,2	24,2	8,1	14,8	5,6	11,8	8,7
13759	Strada	341,4	336,6	675,2	348,4	431	331,9	589,1	629,9	482,1	585,4	457	459,7
13760	Stradb	212,4	289,4	340,2	216,7	558,4	750,5	678,2	468,3	541,7	458,9	619,5	576,8
13761	Strap	1949,1	1766,2	2740,8	3111	2013,8	1932,1	2165,9	1863,7	3488,6	2209,8	3266,5	4650,5
13762	Strbp	2871,5	2688,9	1598,2	1448,8	1352	1924,6	4459,1	3451,8	2447	2237,1	985,7	530,1
13763	Strip1	494,6	484,8	288,9	527,1	438,9	726,6	710,1	253,2	1023	415,1	446,9	780,8
13764	Strip2	14,8	8,4	103,5	9,1	30,1	7,7	35,6	12,1	5,9	4,8	8,4	14
13765	Strn	235	220,6	457,9	306,5	149,8	385	128,6	122,8	161,5	271,2	248,9	332,2
13766	Strn3	489,1	449,5	569,5	767,4	632,6	606,7	754,5	434,7	533,4	356	774,9	696,8
13767	Strn4	363,7	500,7	398,7	647,4	406,2	567	324	495,5	316,8	530,1	450,5	505
13768	Stt3a	2763,5	3185,4	3268,2	5258,5	2966,5	2184,4	2682,3	2638	3274,1	2615,5	3522	3949,8
13769	Stt3b	1936,5	1899,8	1389,2	1443,1	2270,7	1824,7	1614,2	2359,5	1703,1	1931,2	2472,8	2626,8
13770	Stub1	1586,7	1688	2830,2	2263,9	2137,4	1831,6	1847,4	1871,6	2178,1	2496,2	1653,6	2233,1
13771	Stx11	3,8	5,2	294,3	293,8	122,6	35,5	7,2	11,6	38,6	541,3	224,2	333,5
13772	Stx12	776,4	789,6	1317,1	1415,9	1327,3	926,6	1128,6	928,9	1658,3	2135,9	2231,8	1865,7
